company_id,agent_id,agency_mastertax_id,due_date,period_end,agency_name,agency_state,amendment
7757616923479816,1410502713957671,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
7757616923483553,1410502713957671,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
7757616923499132,7746259318771340,OH0000-010,07/31/19,06/30/19,Ohio Department of Job & Family Service,OH,false
7757616923501859,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923486861,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923489738,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923486611,1410502714018289,AZ0000-010,04/30/19,03/31/19,Arizona Unemployment,AZ,false
7757616923487582,1410502714879918,MI0000-010,04/25/19,03/31/19,Unemployment Insurance Agency,MI,false
7757616923487582,1410502715188057,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923494621,1410502713909353,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
7757616923493122,7746259318771306,MO0000-010,04/30/19,03/31/19,MO Department of Labor and Industrial Relations,MO,false
7757616923493122,7746259318771703,PA2079-143,04/30/19,03/31/19,City of Pittsburgh-Expense,PA,false
7757616923493262,1410502715377911,MD0000-010,04/30/19,03/31/19,Maryland Unemployment Insurance Fund,MD,false
7757616923494997,7720508393918749,MN0000-001,04/30/19,03/31/19,Minnesota Dept. of Revenue,MN,false
7757616923505163,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923508496,1410502713944477,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
7757616923501064,7746259318771319,IA0000-010,04/30/19,03/31/19,Iowa Workforce Development,IA,false
7757616923501064,1410502714018289,AZ0000-010,04/30/19,03/31/19,Arizona Unemployment,AZ,false
7757616923503049,1410502713957671,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
7757616923505163,1410502713915699,NY0000-001,04/25/19,06/30/19,New York Withholding,NY,false
7757616923505163,7746259318771743,PA9901-EIT,04/30/19,03/31/19,HAB-EIT,PA,false
7757616923508329,7746259318771312,OK0000-010,04/30/19,03/31/19,Oklahoma Employment Security Commission,OK,false
1372110483583000,1410502713915699,NY0000-001,06/05/19,06/30/19,New York Withholding,NY,false
1387157432099204,7746259318775679,WA0000-014,10/31/19,09/30/19,Washington - Family and Medical Leave Insurance,WA,false
1369946360961000,1410502714003526,NV0000-134,07/31/19,06/30/19,Nevada Department of Taxation,NV,false
1387157432099204,1410502715148354,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
1386533349360219,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
1386533349360219,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
1405709642051727,1410502715010258,MI0006-001,07/31/19,06/30/19,Grand Rapids,MI,false
1403640602045234,1410502715148354,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
1403640602045234,7746259318771309,MO0001-001,07/31/19,06/30/19,"City of Kansas City, Finance Department",MO,false
1402689898446659,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
1411647598217746,7746259318771371,OH0000-001,10/31/19,09/30/19,Treasurer of State of Ohio,OH,false
1409079755797035,7746259318771312,OK0000-010,07/31/19,06/30/19,Oklahoma Employment Security Commission,OK,false
7757616923479693,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923481062,7746259318772097,PA9915-EIT,07/31/19,06/30/19,Lancaster Co. Tax Collection Bureau-EIT,PA,false
7757616923480234,7720508394487540,MN0000-010,07/31/19,06/30/19,Unemployment Insurance Minnesota,MN,false
1409079702838842,1410502715308748,UT0000-010,07/31/19,06/30/19,Department of Workforce Services,UT,false
7757616923481171,7746259318773127,HI0000-001,07/15/19,06/30/19,Hawaii State Tax Collector,HI,false
7757616923486176,1410502713957671,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
7757616923485801,,,07/31/19,06/30/19,,,false
1364449739318000,1410502715389318,SC0000-001,10/31/19,09/30/19,S.C. Department of Revenue,SC,false
1369946360961000,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
1377147950095580,1410502713892638,FL0000-010,10/31/19,09/30/19,Florida Department of Revenue,FL,false
1386533349360219,1410502714041399,GA0000-001,10/31/19,09/30/19,Georgia Department of Revenue,GA,false
1389641286278750,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
1389832742650195,7746259318771701,PA0000-001,10/31/19,09/30/19,Pennsylvania Department of Revenue,PA,false
1389832742650195,7746259318772883,KY0000-010,10/31/19,09/30/19,Division of Unemployment Insurance,KY,false
1372110483583000,1410502714879918,MI0000-010,10/25/19,09/30/19,Unemployment Insurance Agency,MI,false
1374778888419723,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
1402689898446659,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
1402689898446659,7746259318774045,PA1477-001,10/31/19,09/30/19,HAB-EIT,PA,false
1406238567792164,7746259318771742,PA9901-LST,10/31/19,09/30/19,HAB-LST,PA,false
7757616923481062,1410502714045863,NC0000-010,10/31/19,09/30/19,Division of Employment Security,NC,false
7757616923486328,1410502713957671,CO0000-010,10/31/19,09/30/19,Colorado State Treasurer,CO,false
7757616923479816,7746259318771743,PA9901-EIT,10/31/19,09/30/19,HAB-EIT,PA,false
7757616923496895,7746259318775679,WA0000-014,10/31/19,09/30/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923487582,1410502713915699,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
7757616923489421,1410502715389318,SC0000-001,07/31/19,06/30/19,S.C. Department of Revenue,SC,false
7757616923494621,1410502715148354,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923495744,1410502714032142,CT0000-001,07/31/19,06/30/19,Commissioner of Revenue Services,CT,false
7757616923495744,1410502715148354,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923505981,1410502713892638,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
7757616923509036,1410502713887943,TX0000-010,04/30/19,03/31/19,TWC,TX,false
7757616923501064,1410502713994187,MA0000-010,07/31/19,06/30/19,MA Division of Unemployment Assistance,MA,false
7757616923501859,1410502714879918,MI0000-010,07/25/19,06/30/19,Unemployment Insurance Agency,MI,false
7757616923486611,1410502714022745,AZ0000-001,10/31/19,09/30/19,Arizona Withholding,AZ,false
7757616923489502,7746259318773100,ID0000-010,10/31/19,09/30/19,Idaho DOL,ID,false
7757616923489502,1410502715148354,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923489738,7746259318773119,NH0000-010,10/31/19,09/30/19,State of NH - UC,NH,false
7757616923492380,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923487582,1410502714879918,MI0000-010,10/25/19,09/30/19,Unemployment Insurance Agency,MI,false
7757616923491655,1410502713998933,MA0000-001,10/31/19,09/30/19,Commonwealth of Massachusetts,MA,false
7757616923493122,7720508394487540,MN0000-010,10/31/19,09/30/19,Unemployment Insurance Minnesota,MN,false
7757616923496567,1410502713957671,CO0000-010,10/31/19,09/30/19,Colorado State Treasurer,CO,false
7757616923496567,7746259318771316,DC0000-001,10/31/19,09/30/19,D.C. Treasurer,DC,false
7757616923498346,1410502713944477,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
7757616923498737,1410502714022745,AZ0000-001,10/31/19,09/30/19,Arizona Withholding,AZ,false
7757616923505163,7720508394487540,MN0000-010,10/31/19,09/30/19,Unemployment Insurance Minnesota,MN,false
7757616923508496,1410502715148354,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923501657,1410502715148354,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923503230,7746259318771700,PA0000-010,10/31/19,09/30/19,Pennsylvania UC Fund,PA,false
7757616923512855,1410502714018289,AZ0000-010,10/31/19,09/30/19,Arizona Unemployment,AZ,false
7757616923532688,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923530212,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923540207,1410502713915699,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
7757616923541455,1410502713944477,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
7757616923541455,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923516140,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923521576,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923521576,7746259318771340,OH0000-010,04/30/19,03/31/19,Ohio Department of Job & Family Service,OH,false
7757616923533061,1410502713887943,TX0000-010,04/30/19,03/31/19,TWC,TX,false
7757616923528618,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923531212,1410502713898157,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923520968,7746259318773108,ME0000-001,04/30/19,03/31/19,Maine Revenue Services,ME,false
7757616923530782,7746259318771312,OK0000-010,04/30/19,03/31/19,Oklahoma Employment Security Commission,OK,false
7757616923533069,1410502713892638,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
7757616923534170,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923538251,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923540941,1410502713898157,WA0000-150,07/31/19,06/30/19,Department of Labor and Industries,WA,false
7757616923536766,1410502714057017,TN0000-010,04/30/19,03/31/19,TN Dept of Labor & Workforce Development,TN,false
7757616923537717,1410502713892638,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
7757616923540207,7746259318773119,NH0000-010,04/30/19,03/31/19,State of NH - UC,NH,false
7757616923543060,7746259318773125,HI0000-010,04/30/19,03/31/19,Hawaii State Tax Collector,HI,false
7757616923549263,1410502713950907,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
7757616923552881,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923561405,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923562578,7746259318771340,OH0000-010,04/30/19,03/31/19,Ohio Department of Job & Family Service,OH,false
7757616923549263,1410502715393686,SC0000-010,04/30/19,03/31/19,S.C. Dept. of Employment and Workforce,SC,false
7757616923551023,1410502715188057,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923552699,7746259318773127,HI0000-001,04/15/19,03/31/19,Hawaii State Tax Collector,HI,false
7757616923557885,1410502715377911,MD0000-010,04/30/19,03/31/19,Maryland Unemployment Insurance Fund,MD,false
7757616923561163,1410502714041399,GA0000-001,04/30/19,03/31/19,Georgia Department of Revenue,GA,false
7757616923568058,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923568058,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923570314,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923572549,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923574654,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923574654,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923575671,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923577192,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923573979,7746259318771309,MO0001-001,04/30/19,03/31/19,"City of Kansas City, Finance Department",MO,false
7757616923525246,1410502713903139,WA0000-010,10/31/19,09/30/19,WA State Employment Security Department,WA,false
7757616923521576,1410502713898157,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
7757616923523258,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923531212,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923530212,1410502715393686,SC0000-010,07/31/19,06/30/19,S.C. Dept. of Employment and Workforce,SC,false
7757616923531146,1410502714879918,MI0000-010,07/25/19,06/30/19,Unemployment Insurance Agency,MI,false
7757616923542817,7746259318775679,WA0000-014,04/30/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923544750,7746259318771371,OH0000-001,07/31/19,06/30/19,Treasurer of State of Ohio,OH,false
7757616923540207,7746259318775679,WA0000-014,07/31/19,06/30/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923536124,1410502713892638,FL0000-010,07/31/19,06/30/19,Florida Department of Revenue,FL,false
7757616923541308,1410502714057017,TN0000-010,07/31/19,06/30/19,TN Dept of Labor & Workforce Development,TN,false
7757616923544750,7746259318773127,HI0000-001,07/15/19,06/30/19,Hawaii State Tax Collector,HI,false
7757616923520968,7746259318771371,OH0000-001,09/16/19,08/31/19,Treasurer of State of Ohio,OH,false
7757616923520321,7746259318771371,OH0000-001,09/16/19,08/31/19,Treasurer of State of Ohio,OH,false
7757616923520968,1410502715323239,VA0000-001,10/31/19,09/30/19,Virginia Department of Taxation,VA,false
7757616923526349,7746259318773100,ID0000-010,10/31/19,09/30/19,Idaho DOL,ID,false
7757616923528618,7720508393918749,MN0000-001,10/31/19,09/30/19,Minnesota Dept. of Revenue,MN,false
7757616923515961,1410502715148354,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923516649,1410502713998933,MA0000-001,10/31/19,09/30/19,Commonwealth of Massachusetts,MA,false
7757616923526701,1410502715408420,LA0000-001,10/15/19,09/30/19,Department of Revenue and Taxation,LA,false
7757616923545869,1410502713903139,WA0000-010,04/30/19,03/31/19,WA State Employment Security Department,WA,false
7757616923536371,1410502715328600,VA0000-010,10/31/19,09/30/19,Virginia Employment Commission,VA,false
7757616923536766,1410502713892638,FL0000-010,10/31/19,09/30/19,Florida Department of Revenue,FL,false
7757616923542817,7746259318456207,IN0000-010,10/31/19,09/30/19,Department of Workforce Development,IN,false
7757616923556055,1410502713915699,NY0000-001,06/12/19,06/30/19,New York Withholding,NY,false
7757616923552881,1410502714879918,MI0000-010,07/25/19,06/30/19,Unemployment Insurance Agency,MI,false
7757616923555715,7746259318771738,PA9914-EIT,07/31/19,06/30/19,Keystone Collections Group - EIT,PA,false
7757616923549263,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923549263,1410502714036859,GA0000-010,07/31/19,06/30/19,Georgia Department of Labor,GA,false
7757616923559817,7746259318773103,NM0000-001,07/31/19,06/30/19,New Mexico Taxation and Revenue Dept,NM,false
7757616923561405,1410502713915699,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
7757616923561405,7746259318771315,DC0000-010,07/31/19,06/30/19,DCDOES,DC,false
7757616923558538,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923569755,1410502714041399,GA0000-001,04/30/19,03/31/19,Georgia Department of Revenue,GA,false
1403574545450416,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
1403574545450416,1410502713944477,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
1400196143951434,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923484559,1410502713898157,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923484559,1410502713909353,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
7757616923491333,1410502713887943,TX0000-010,10/31/19,09/30/19,TWC,TX,false
7757616923489682,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923495744,1410502713944477,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
7757616923499168,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923526701,1410502713950907,IL0000-001,10/31/19,09/30/19,Illinois Withholding,IL,false
7757616923527251,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923527697,1410502713950907,IL0000-001,07/31/19,06/30/19,Illinois Withholding,IL,false
7757616923527697,1410502713950907,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
7757616923533330,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923550035,1410502713944477,IL0000-010,10/31/19,09/30/19,Illinois Unemployment,IL,false
7757616923551377,1410502713898157,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923575599,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923576207,1410502713887943,TX0000-010,04/30/19,03/31/19,TWC,TX,false
1396977073024176,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1409079749239544,1410502713909353,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
7757616923481171,1410502713898157,WA0000-150,07/31/19,06/30/19,Department of Labor and Industries,WA,false
7757616923481171,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923483553,1410502713887943,TX0000-010,04/30/19,03/31/19,TWC,TX,false
1388709772733808,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
1375916692881069,1410502715308748,UT0000-010,04/30/19,03/31/19,Department of Workforce Services,UT,false
1405709642051727,1410502715010258,MI0006-001,04/30/19,03/31/19,Grand Rapids,MI,false
1402689898446659,1410502714041399,GA0000-001,04/30/19,03/31/19,Georgia Department of Revenue,GA,false
7757616923479248,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923479248,1410502713903139,WA0000-010,04/30/19,03/31/19,WA State Employment Security Department,WA,false
7757616923479248,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923480234,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923480234,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923479816,1410502713898157,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
7757616923479816,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923481062,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
1409079749239544,7746259318773127,HI0000-001,04/15/19,03/31/19,Hawaii State Tax Collector,HI,false
7757616923479816,7746259318772527,PA1883-051,04/30/19,03/31/19,Parkland School District LST,PA,false
7757616923491595,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923501657,1410502713915699,NY0000-001,01/24/19,03/31/19,New York Withholding,NY,false
7757616923505163,1410502713915699,NY0000-001,04/10/19,06/30/19,New York Withholding,NY,false
7757616923493262,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923496895,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923496895,7746259318771371,OH0000-001,04/30/19,03/31/19,Treasurer of State of Ohio,OH,false
7757616923494621,1410502715188057,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923494621,7746259318771701,PA0000-001,04/30/19,03/31/19,Pennsylvania Department of Revenue,PA,false
7757616923493456,7746259318771307,MO0002-001,04/30/19,03/31/19,City of St. Louis,MO,false
7757616923495744,7746259318771321,AL0000-001,04/30/19,03/31/19,Alabama Department of Revenue,AL,false
7757616923495744,1410502713915699,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
7757616923496895,1410502714879918,MI0000-010,04/25/19,03/31/19,Unemployment Insurance Agency,MI,false
7757616923501657,1410502713887943,TX0000-010,07/31/19,06/30/19,TWC,TX,false
7757616923505163,1410502713909353,NY0000-010,10/31/19,09/30/19,New York Unemployment,NY,false
7757616923505020,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923506159,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923509615,7746259318771316,DC0000-001,04/30/19,03/31/19,D.C. Treasurer,DC,false
1364449739318000,7746259318771371,OH0000-001,07/15/19,06/30/19,Treasurer of State of Ohio,OH,false
1393188436277665,1410502713915699,NY0000-001,06/05/19,06/30/19,New York Withholding,NY,false
1403574545450416,7746259318773114,WV0000-001,04/30/19,03/31/19,West Virginia State Tax Department,WV,false
1387157432099204,7746259318771371,OH0000-001,08/15/19,07/31/19,Treasurer of State of Ohio,OH,false
1388709772733808,7746259318771307,MO0002-001,07/31/19,06/30/19,City of St. Louis,MO,false
1387157432099204,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
1374778888419723,1410502713892638,FL0000-010,07/31/19,06/30/19,Florida Department of Revenue,FL,false
1400196143951434,1410502715308748,UT0000-010,07/31/19,06/30/19,Department of Workforce Services,UT,false
1405709642051727,1410502713915699,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
1403640602045234,1410502713915699,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
1404942953891670,1410502713915699,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
1405467800273235,1410502713994187,MA0000-010,07/31/19,06/30/19,MA Division of Unemployment Assistance,MA,false
7757616923479693,1410502713903139,WA0000-010,07/31/19,06/30/19,WA State Employment Security Department,WA,false
7757616923480234,1410502713903139,WA0000-010,04/30/19,03/31/19,WA State Employment Security Department,WA,false
7757616923482614,7746259318775679,WA0000-014,07/31/19,06/30/19,Washington - Family and Medical Leave Insurance,WA,false
1409944625125173,1410502715308748,UT0000-010,07/31/19,06/30/19,Department of Workforce Services,UT,false
7757616923483553,7746259318771371,OH0000-001,08/15/19,07/31/19,Treasurer of State of Ohio,OH,false
7757616923483583,1410502715148354,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
1372110483583000,1410502713915699,NY0000-001,09/13/19,09/30/19,New York Withholding,NY,false
1393006760872110,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
1364449739318000,7746259318771700,PA0000-010,10/31/19,09/30/19,Pennsylvania UC Fund,PA,false
1389038010553118,7720508393918749,MN0000-001,10/31/19,09/30/19,Minnesota Dept. of Revenue,MN,false
1389641286278750,1410502715148354,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
1389641286278750,7746259318772877,AR0000-010,10/31/19,09/30/19,Arkansas Department of Workforce Service,AR,false
1405709642051727,1410502713915699,NY0000-001,09/18/19,09/30/19,New York Withholding,NY,false
1396977073024176,1410502713994187,MA0000-010,10/31/19,09/30/19,MA Division of Unemployment Assistance,MA,false
1405709642051727,7746259318456207,IN0000-010,10/31/19,09/30/19,Department of Workforce Development,IN,false
1405467800273235,7746259318773119,NH0000-010,10/31/19,09/30/19,State of NH - UC,NH,false
7757616923483332,7746259318771309,MO0001-001,10/31/19,09/30/19,"City of Kansas City, Finance Department",MO,false
1409772688731197,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923479816,1410502714036859,GA0000-010,10/31/19,09/30/19,Georgia Department of Labor,GA,false
7757616923479816,1410502715308748,UT0000-010,10/31/19,09/30/19,Department of Workforce Services,UT,false
7757616923481171,1410502714041399,GA0000-001,10/31/19,09/30/19,Georgia Department of Revenue,GA,false
7757616923482899,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923484197,1410502713994187,MA0000-010,10/31/19,09/30/19,MA Division of Unemployment Assistance,MA,false
7757616923487582,1410502713915699,NY0000-001,06/05/19,06/30/19,New York Withholding,NY,false
7757616923493077,7746259318771700,PA0000-010,04/30/19,03/31/19,Pennsylvania UC Fund,PA,false
7757616923495744,1410502714045863,NC0000-010,07/31/19,06/30/19,Division of Employment Security,NC,false
7757616923493077,1410502715148354,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
